,smiles,string,deltaGmin,A2_normalized,deltaGmin_cat,A2_normalized_cat,num_[W],max_[W],num_[Tr],max_[Tr],num_[Ta],max_[Ta],num_[R],max_[R],[W],[W],[Tr],[Tr],[Ta],[Ta],[R],[R],rel_shannon,length
2609,[Ta][Tr][R][W][Ta][Ta][R][Tr][W][R][W][Ta][R][R][Tr][Ta][R][Ta][R][R][R][Ta][Ta][W][Ta][R][R][W][R][Ta][W][Ta][Ta][Tr],A-B-R-W-A-A-R-B-W-R-W-A-R-R-B-A-R-A-R-R-R-A-A-W-A-R-R-W-R-A-W-A-A-B,-19.45015933333333,0.0001512916886643,very small,small,0.0,0,0.0,0,0.5,2,0.5,3,6.0,0.1764705882352941,4.0,0.1176470588235294,12.0,0.3529411764705882,12.0,0.3529411764705882,0.3666733622493527,34
2610,[R][Tr][R][Tr][W][W][Ta][R][R][Ta][Ta][Ta][Tr][R][W][R][R][R][Ta][W][W][R][Ta][Ta][Ta][W][Ta][R][W][Ta][R][W][Ta][Tr][R][Ta],R-B-R-B-W-W-A-R-R-A-A-A-B-R-W-R-R-R-A-W-W-R-A-A-A-W-A-R-W-A-R-W-A-B-R-A,-18.40803173333332,0.0771683683078857,very small,medium,0.3333333333333333,2,0.0,0,0.3333333333333333,3,0.3333333333333333,3,8.0,0.2222222222222222,4.0,0.1111111111111111,12.0,0.3333333333333333,12.0,0.3333333333333333,0.36578114992869,36
2611,[W][W][Ta][Ta][Ta][R][R][Tr][R][R][Ta][R][Tr][Tr][Ta][Ta][Ta][R][R][Ta][Ta][W][R][R][W][W][Ta][W][Tr][R][Ta][W][R][Ta][W][R],W-W-A-A-A-R-R-B-R-R-A-R-B-B-A-A-A-R-R-A-A-W-R-R-W-W-A-W-B-R-A-W-R-A-W-R,-17.28280846666667,0.0303124772224301,very small,small,0.2,2,0.1,2,0.3,3,0.4,2,8.0,0.2222222222222222,4.0,0.1111111111111111,12.0,0.3333333333333333,12.0,0.3333333333333333,0.36578114992869,36
2612,[W][Ta][Ta][Ta][Ta][R][R][Tr][R][Ta][R][W][R][W][Ta][W][Tr][R][R][Tr][R][Ta][W][R][R][W][W][Ta][Ta][W][R][Tr][Ta][Ta][R][Ta],W-A-A-A-A-R-R-B-R-A-R-W-R-W-A-W-B-R-R-B-R-A-W-R-R-W-W-A-A-W-R-B-A-A-R-A,-17.465835533333333,-0.1712794715231216,very small,very small,0.1428571428571428,2,0.0,0,0.4285714285714285,4,0.4285714285714285,2,8.0,0.2222222222222222,4.0,0.1111111111111111,12.0,0.3333333333333333,12.0,0.3333333333333333,0.36578114992869,36
2613,[R][Tr][W][R][R][Tr][R][W][Ta][R][Ta][Ta][W][Ta][W][Tr][R][R][Ta][R][R][W][R][R][Ta][W][Ta][Ta][W][Ta][R][Ta][Ta][Tr][W][Ta],R-B-W-R-R-B-R-W-A-R-A-A-W-A-W-B-R-R-A-R-R-W-R-R-A-W-A-A-W-A-R-A-A-B-W-A,-17.583886711111106,0.0633318924319127,very small,medium,0.0,0,0.0,0,0.4285714285714285,2,0.5714285714285714,2,8.0,0.2222222222222222,4.0,0.1111111111111111,12.0,0.3333333333333333,12.0,0.3333333333333333,0.36578114992869,36
2614,[W][Tr][W][W][Ta][R][R][Ta][Ta][Ta][R][R][Ta][R][Ta][Tr][R][Tr][R][R][Tr][R][Ta][W][Ta][R][R][W][R][W][W][Ta][Ta][W][Ta][Ta],W-B-W-W-A-R-R-A-A-A-R-R-A-R-A-B-R-B-R-R-B-R-A-W-A-R-R-W-R-W-W-A-A-W-A-A,-18.296266600000003,0.021028490822125,very small,small,0.2222222222222222,2,0.0,0,0.3333333333333333,3,0.4444444444444444,2,8.0,0.2222222222222222,4.0,0.1111111111111111,12.0,0.3333333333333333,12.0,0.3333333333333333,0.36578114992869,36
2615,[Ta][W][R][R][Tr][Ta][W][W][R][R][R][W][R][Ta][Ta][Ta][Tr][R][W][Tr][W][Ta][W][R][R][W][R][Ta][Ta][Ta][R][Ta][Ta][Ta][W][W][R][Tr],A-W-R-R-B-A-W-W-R-R-R-W-R-A-A-A-B-R-W-B-W-A-W-R-R-W-R-A-A-A-R-A-A-A-W-W-R-B,-17.031570422222206,0.1596680789118864,very small,large,0.25,2,0.0,0,0.375,3,0.375,3,10.0,0.2631578947368421,4.0,0.1052631578947368,12.0,0.3157894736842105,12.0,0.3157894736842105,0.3618614674670981,38
2616,[Tr][R][Ta][Tr][W][R][R][Ta][Ta][Ta][Ta][Ta][R][Tr][R][W][Tr][R][W][W][Ta][R][W][Ta][W][W][W][Ta][Ta][W][R][Ta][R][Ta][R][R][R][W],B-R-A-B-W-R-R-A-A-A-A-A-R-B-R-W-B-R-W-W-A-R-W-A-W-W-W-A-A-W-R-A-R-A-R-R-R-W,-18.723327911111102,0.2788511742994119,very small,very large,0.3333333333333333,3,0.0,0,0.3333333333333333,5,0.3333333333333333,3,10.0,0.2631578947368421,4.0,0.1052631578947368,12.0,0.3157894736842105,12.0,0.3157894736842105,0.3618614674670981,38
2617,[Ta][W][Ta][W][Ta][Ta][R][Ta][Tr][Ta][R][Ta][R][W][R][W][W][Ta][R][R][R][W][Tr][Tr][W][R][R][Ta][Ta][W][W][W][Ta][Tr][R][R][R][Ta],A-W-A-W-A-A-R-A-B-A-R-A-R-W-R-W-W-A-R-R-R-W-B-B-W-R-R-A-A-W-W-W-A-B-R-R-R-A,-17.022927866666677,-0.0449394260960419,very small,small,0.25,3,0.125,2,0.25,2,0.375,3,10.0,0.2631578947368421,4.0,0.1052631578947368,12.0,0.3157894736842105,12.0,0.3157894736842105,0.3618614674670981,38
2618,[W][R][Ta][W][Ta][Tr][W][Tr][Ta][W][Ta][R][R][Tr][Ta][R][W][Ta][W][W][Tr][W][Ta][Ta][Ta][R][Ta][R][W][R][R][R][W][R][R][R][Ta][Ta],W-R-A-W-A-B-W-B-A-W-A-R-R-B-A-R-W-A-W-W-B-W-A-A-A-R-A-R-W-R-R-R-W-R-R-R-A-A,-16.754603022222213,0.1274449737465156,very small,large,0.1666666666666666,2,0.0,0,0.3333333333333333,3,0.5,3,10.0,0.2631578947368421,4.0,0.1052631578947368,12.0,0.3157894736842105,12.0,0.3157894736842105,0.3618614674670981,38
2619,[W][W][Ta][R][R][Ta][R][W][Tr][W][Ta][R][Tr][R][Ta][R][W][Ta][Ta][R][R][Ta][Ta][W][Tr][R][R][Ta][W][Tr][W][W][Ta][Ta][R][Ta][R][W],W-W-A-R-R-A-R-W-B-W-A-R-B-R-A-R-W-A-A-R-R-A-A-W-B-R-R-A-W-B-W-W-A-A-R-A-R-W,-17.879993288888887,-0.0548818693832204,very small,very small,0.25,2,0.0,0,0.375,2,0.375,2,10.0,0.2631578947368421,4.0,0.1052631578947368,12.0,0.3157894736842105,12.0,0.3157894736842105,0.3618614674670981,38
2620,[Tr][Ta][Tr][W][Ta][W][W][Ta][W][R][R][R][R][Ta][W][R][W][Ta][W][Tr][Ta][R][R][R][W][R][Ta][Tr][R][Ta][W][Ta][Ta][Ta][R][W][R][W][Ta][W],B-A-B-W-A-W-W-A-W-R-R-R-R-A-W-R-W-A-W-B-A-R-R-R-W-R-A-B-R-A-W-A-A-A-R-W-R-W-A-W,-14.838040088888889,0.1656222725344674,very small,large,0.25,2,0.0,0,0.25,3,0.5,4,12.0,0.3,4.0,0.1,12.0,0.3,12.0,0.3,0.3561607391988709,40
2621,[W][R][Ta][R][R][Ta][W][Tr][Ta][R][R][W][Tr][R][W][Ta][R][Tr][W][Ta][Ta][Ta][Ta][R][Tr][R][W][W][Ta][W][R][Ta][W][W][W][R][Ta][Ta][R][W],W-R-A-R-R-A-W-B-A-R-R-W-B-R-W-A-R-B-W-A-A-A-A-R-B-R-W-W-A-W-R-A-W-W-W-R-A-A-R-W,-16.52212808888889,0.079570676738511,very small,medium,0.3333333333333333,3,0.0,0,0.3333333333333333,4,0.3333333333333333,2,12.0,0.3,4.0,0.1,12.0,0.3,12.0,0.3,0.3561607391988709,40
2622,[Ta][W][Ta][Ta][W][R][R][W][Ta][W][W][Ta][W][W][R][R][W][Ta][R][R][Ta][R][W][Ta][Ta][Ta][R][R][R][W][R][Tr][W][Ta][Tr][R][Ta][W][Tr][Tr],A-W-A-A-W-R-R-W-A-W-W-A-W-W-R-R-W-A-R-R-A-R-W-A-A-A-R-R-R-W-R-B-W-A-B-R-A-W-B-B,-16.113193600000002,0.1346645828555951,very small,large,0.2222222222222222,2,0.1111111111111111,2,0.2222222222222222,3,0.4444444444444444,3,12.0,0.3,4.0,0.1,12.0,0.3,12.0,0.3,0.3561607391988709,40
2623,[R][W][W][W][Ta][W][R][W][Ta][R][Tr][R][Ta][W][R][Ta][Ta][Tr][Tr][Ta][W][R][R][Ta][W][W][W][R][R][Ta][R][Ta][Ta][Ta][W][R][Tr][Ta][W][R],R-W-W-W-A-W-R-W-A-R-B-R-A-W-R-A-A-B-B-A-W-R-R-A-W-W-W-R-R-A-R-A-A-A-W-R-B-A-W-R,-16.29862417777779,0.0721705463047253,very small,medium,0.2857142857142857,3,0.1428571428571428,2,0.2857142857142857,3,0.2857142857142857,2,12.0,0.3,4.0,0.1,12.0,0.3,12.0,0.3,0.3561607391988709,40
2624,[W][Tr][R][W][W][R][W][R][W][Ta][R][Ta][Ta][Tr][W][Ta][R][R][W][Ta][R][W][Ta][R][Ta][R][R][Ta][W][R][W][W][W][R][Ta][Tr][Ta][Ta][Ta][Tr],W-B-R-W-W-R-W-R-W-A-R-A-A-B-W-A-R-R-W-A-R-W-A-R-A-R-R-A-W-R-W-W-W-R-A-B-A-A-A-B,-16.22609071111111,0.0928549144747937,very small,medium,0.3333333333333333,3,0.0,0,0.3333333333333333,3,0.3333333333333333,2,12.0,0.3,4.0,0.1,12.0,0.3,12.0,0.3,0.3561607391988709,40
2625,[W][R][Ta][W][Tr][Ta][Tr][R][R][R][Tr][Tr][Ta][W][Tr][R][Tr][R][R][R][R][R][W][Ta][R][R],W-R-A-W-B-A-B-R-R-R-B-B-A-W-B-R-B-R-R-R-R-R-W-A-R-R,-14.5046306,0.1076196098585541,small,medium,0.0,0,0.25,2,0.0,0,0.75,5,4.0,0.1538461538461538,6.0,0.2307692307692307,4.0,0.1538461538461538,12.0,0.4615384615384615,0.390160778057399,26
2626,[R][R][R][W][R][R][Tr][Ta][W][Ta][Ta][R][R][R][R][W][Tr][R][Tr][Tr][W][Tr][Tr][Ta][R][R],R-R-R-W-R-R-B-A-W-A-A-R-R-R-R-W-B-R-B-B-W-B-B-A-R-R,-14.367821644444442,-0.1444498531771514,small,very small,0.0,0,0.2857142857142857,2,0.1428571428571428,2,0.5714285714285714,4,4.0,0.1538461538461538,6.0,0.2307692307692307,4.0,0.1538461538461538,12.0,0.4615384615384615,0.390160778057399,26
2627,[W][R][W][R][Tr][Ta][Tr][Tr][R][Ta][R][W][W][Ta][R][R][R][Tr][R][R][Ta][Tr][R][Tr][R][R],W-R-W-R-B-A-B-B-R-A-R-W-W-A-R-R-R-B-R-R-A-B-R-B-R-R,-14.607950733333336,0.2627909021611614,small,very large,0.2,2,0.2,2,0.0,0,0.6,3,4.0,0.1538461538461538,6.0,0.2307692307692307,4.0,0.1538461538461538,12.0,0.4615384615384615,0.390160778057399,26
2628,[Tr][R][Tr][R][Ta][R][Tr][W][Tr][Tr][Ta][R][R][R][R][W][R][W][R][Ta][R][Ta][R][Tr][R][W],B-R-B-R-A-R-B-W-B-B-A-R-R-R-R-W-R-W-R-A-R-A-R-B-R-W,-14.449415933333338,0.1916882029839669,small,large,0.0,0,0.5,2,0.0,0,0.5,4,4.0,0.1538461538461538,6.0,0.2307692307692307,4.0,0.1538461538461538,12.0,0.4615384615384615,0.390160778057399,26
2629,[W][R][Ta][Ta][Tr][Tr][R][W][R][Ta][R][Ta][Tr][W][R][Tr][Tr][R][Tr][R][R][R][R][W][R][R],W-R-A-A-B-B-R-W-R-A-R-A-B-W-R-B-B-R-B-R-R-R-R-W-R-R,-14.642981333333331,0.0306344022405419,small,small,0.0,0,0.4,2,0.2,2,0.4,4,4.0,0.1538461538461538,6.0,0.2307692307692307,4.0,0.1538461538461538,12.0,0.4615384615384615,0.390160778057399,26
2630,[R][Tr][Tr][Ta][R][R][W][Tr][Tr][Tr][W][R][W][W][Tr][Ta][R][R][R][R][Ta][R][R][R][W][R][Ta][W],R-B-B-A-R-R-W-B-B-B-W-R-W-W-B-A-R-R-R-R-A-R-R-R-W-R-A-W,-13.063236733333335,0.099173980707401,small,medium,0.1666666666666666,2,0.3333333333333333,3,0.0,0,0.5,4,6.0,0.2142857142857142,6.0,0.2142857142857142,4.0,0.1428571428571428,12.0,0.4285714285714285,0.3905239148627432,28
2631,[W][W][Tr][R][R][R][R][R][R][W][Tr][Tr][Ta][R][Ta][Tr][Tr][W][R][R][R][R][W][Ta][R][Ta][W][Tr],W-W-B-R-R-R-R-R-R-W-B-B-A-R-A-B-B-W-R-R-R-R-W-A-R-A-W-B,-14.273427955555556,-0.083807867839428,small,very small,0.2,2,0.4,2,0.0,0,0.4,6,6.0,0.2142857142857142,6.0,0.2142857142857142,4.0,0.1428571428571428,12.0,0.4285714285714285,0.3905239148627432,28
2632,[W][Tr][Ta][W][W][R][R][R][R][W][Ta][Ta][W][Tr][Tr][R][Tr][R][R][R][W][R][Ta][R][Tr][Tr][R][R],W-B-A-W-W-R-R-R-R-W-A-A-W-B-B-R-B-R-R-R-W-R-A-R-B-B-R-R,-13.654131266666669,0.3752343680836452,small,very large,0.1428571428571428,2,0.2857142857142857,2,0.1428571428571428,2,0.4285714285714285,4,6.0,0.2142857142857142,6.0,0.2142857142857142,4.0,0.1428571428571428,12.0,0.4285714285714285,0.3905239148627432,28
2633,[R][Ta][R][R][R][W][R][W][Tr][Tr][Ta][W][R][Tr][W][R][R][Tr][Ta][R][W][W][R][R][Tr][Ta][Tr][R],R-A-R-R-R-W-R-W-B-B-A-W-R-B-W-R-R-B-A-R-W-W-R-R-B-A-B-R,-12.619506288888886,-0.0101260867877976,medium,small,0.2,2,0.2,2,0.0,0,0.6,3,6.0,0.2142857142857142,6.0,0.2142857142857142,4.0,0.1428571428571428,12.0,0.4285714285714285,0.3905239148627432,28
2634,[R][R][Tr][Tr][R][R][W][Ta][R][R][Ta][R][W][W][W][Tr][Ta][R][W][Tr][Ta][R][Tr][R][R][R][W][Tr],R-R-B-B-R-R-W-A-R-R-A-R-W-W-W-B-A-R-W-B-A-R-B-R-R-R-W-B,-14.095572599999995,0.3397799713189459,small,very large,0.1666666666666666,3,0.1666666666666666,2,0.0,0,0.6666666666666666,3,6.0,0.2142857142857142,6.0,0.2142857142857142,4.0,0.1428571428571428,12.0,0.4285714285714285,0.3905239148627432,28
2635,[R][W][W][Tr][R][W][R][R][R][R][R][Ta][Tr][Ta][Tr][W][R][R][Tr][Ta][Tr][R][R][Tr][Ta][W][W][W][R][W],R-W-W-B-R-W-R-R-R-R-R-A-B-A-B-W-R-R-B-A-B-R-R-B-A-W-W-W-R-W,-12.863937111111117,0.1567640109758196,small,large,0.4,3,0.0,0,0.0,0,0.6,5,8.0,0.2666666666666666,6.0,0.2,4.0,0.1333333333333333,12.0,0.4,0.3850190648635945,30
2636,[Ta][W][R][W][W][W][Tr][Tr][W][R][Ta][Ta][R][R][W][Ta][R][W][R][R][Tr][R][R][R][R][R][Tr][Tr][W][Tr],A-W-R-W-W-W-B-B-W-R-A-A-R-R-W-A-R-W-R-R-B-R-R-R-R-R-B-B-W-B,-13.494917777777786,-0.1084742759422649,small,very small,0.1428571428571428,3,0.2857142857142857,2,0.1428571428571428,2,0.4285714285714285,5,8.0,0.2666666666666666,6.0,0.2,4.0,0.1333333333333333,12.0,0.4,0.3850190648635945,30
2637,[W][Tr][R][W][R][R][Ta][Tr][R][W][Ta][W][R][Tr][Tr][R][Ta][Ta][W][R][R][W][W][R][R][Tr][R][Tr][W][R],W-B-R-W-R-R-A-B-R-W-A-W-R-B-B-R-A-A-W-R-R-W-W-R-R-B-R-B-W-R,-12.199851288888883,0.0101374542529656,medium,small,0.1666666666666666,2,0.1666666666666666,2,0.1666666666666666,2,0.5,2,8.0,0.2666666666666666,6.0,0.2,4.0,0.1333333333333333,12.0,0.4,0.3850190648635945,30
2638,[Ta][Ta][Tr][Tr][W][R][R][W][W][W][R][R][R][W][R][W][Ta][R][R][R][R][Ta][W][Tr][Tr][Tr][Tr][R][W][R],A-A-B-B-W-R-R-W-W-W-R-R-R-W-R-W-A-R-R-R-R-A-W-B-B-B-B-R-W-R,-13.259908755555546,0.2053171809076009,small,large,0.1428571428571428,3,0.2857142857142857,4,0.1428571428571428,2,0.4285714285714285,4,8.0,0.2666666666666666,6.0,0.2,4.0,0.1333333333333333,12.0,0.4,0.3850190648635945,30
2639,[W][R][W][R][R][R][Tr][Ta][R][W][R][W][Ta][Tr][R][W][W][R][Tr][Tr][R][R][R][Tr][Tr][Ta][W][W][Ta][R],W-R-W-R-R-R-B-A-R-W-R-W-A-B-R-W-W-R-B-B-R-R-R-B-B-A-W-W-A-R,-12.713601044444436,0.1528069982629586,medium,large,0.3333333333333333,2,0.3333333333333333,2,0.0,0,0.3333333333333333,3,8.0,0.2666666666666666,6.0,0.2,4.0,0.1333333333333333,12.0,0.4,0.3850190648635945,30
2640,[W][Tr][W][W][R][Tr][W][Tr][Ta][W][R][R][R][R][Ta][W][R][W][W][R][R][Tr][Tr][W][R][Ta][W][R][Ta][R][Tr][R],W-B-W-W-R-B-W-B-A-W-R-R-R-R-A-W-R-W-W-R-R-B-B-W-R-A-W-R-A-R-B-R,-11.839885711111108,0.0518482499032045,medium,medium,0.4,2,0.2,2,0.0,0,0.4,4,10.0,0.3125,6.0,0.1875,4.0,0.125,12.0,0.375,0.3765712127384098,32
2641,[W][R][W][Ta][R][Ta][Tr][R][R][R][R][W][R][R][Tr][W][W][Tr][W][R][W][Ta][W][R][Tr][R][W][Tr][W][R][Ta][Tr],W-R-W-A-R-A-B-R-R-R-R-W-R-R-B-W-W-B-W-R-W-A-W-R-B-R-W-B-W-R-A-B,-12.574092177777786,-0.2553928620806184,medium,very small,0.3333333333333333,2,0.0,0,0.0,0,0.6666666666666666,4,10.0,0.3125,6.0,0.1875,4.0,0.125,12.0,0.375,0.3765712127384098,32
2642,[R][W][Tr][Ta][Ta][Ta][W][Ta][R][R][R][Tr][W][W][Tr][W][R][R][R][R][Tr][W][W][R][R][W][W][R][W][Tr][R][Tr],R-W-B-A-A-A-W-A-R-R-R-B-W-W-B-W-R-R-R-R-B-W-W-R-R-W-W-R-W-B-R-B,-12.245858755555558,0.1873107490115419,medium,large,0.4285714285714285,2,0.0,0,0.1428571428571428,3,0.4285714285714285,4,10.0,0.3125,6.0,0.1875,4.0,0.125,12.0,0.375,0.3765712127384098,32
2643,[W][W][R][R][R][R][R][Ta][R][W][Tr][Ta][W][W][W][Tr][R][Ta][W][W][Tr][R][R][R][W][Tr][W][R][Tr][R][Ta][Tr],W-W-R-R-R-R-R-A-R-W-B-A-W-W-W-B-R-A-W-W-B-R-R-R-W-B-W-R-B-R-A-B,-12.078948000000008,0.1706884115765003,medium,large,0.6,3,0.0,0,0.0,0,0.4,5,10.0,0.3125,6.0,0.1875,4.0,0.125,12.0,0.375,0.3765712127384098,32
2644,[W][W][W][Tr][R][Ta][R][W][W][Tr][R][W][R][R][R][R][Tr][W][R][Ta][R][R][Ta][W][Ta][Tr][R][W][Tr][R][W][Tr],W-W-W-B-R-A-R-W-W-B-R-W-R-R-R-R-B-W-R-A-R-R-A-W-A-B-R-W-B-R-W-B,-13.761043666666664,0.2815934141615438,small,very large,0.5,3,0.0,0,0.0,0,0.5,4,10.0,0.3125,6.0,0.1875,4.0,0.125,12.0,0.375,0.3765712127384098,32
2645,[W][R][Tr][W][R][R][R][Tr][R][R][W][Tr][W][R][W][W][R][Ta][Tr][Ta][W][R][Tr][W][W][Tr][Ta][R][R][Ta][W][W][W][R],W-R-B-W-R-R-R-B-R-R-W-B-W-R-W-W-R-A-B-A-W-R-B-W-W-B-A-R-R-A-W-W-W-R,-11.884025200000002,0.0403067851679278,medium,small,0.5,3,0.0,0,0.0,0,0.5,3,12.0,0.3529411764705882,6.0,0.1764705882352941,4.0,0.1176470588235294,12.0,0.3529411764705882,0.3666733622493527,34
2646,[W][R][R][Ta][R][Ta][W][W][R][W][R][W][R][Tr][Ta][Tr][Ta][W][Tr][Tr][W][W][R][R][Tr][R][R][W][R][W][R][W][W][Tr],W-R-R-A-R-A-W-W-R-W-R-W-R-B-A-B-A-W-B-B-W-W-R-R-B-R-R-W-R-W-R-W-W-B,-11.124468733333332,-0.1764378752284721,medium,very small,0.4285714285714285,2,0.1428571428571428,2,0.0,0,0.4285714285714285,2,12.0,0.3529411764705882,6.0,0.1764705882352941,4.0,0.1176470588235294,12.0,0.3529411764705882,0.3666733622493527,34
2647,[R][Tr][R][R][Ta][Tr][R][W][W][R][W][Tr][R][R][R][W][Tr][R][Ta][Ta][R][R][W][W][Ta][Tr][W][R][W][W][W][W][W][Tr],R-B-R-R-A-B-R-W-W-R-W-B-R-R-R-W-B-R-A-A-R-R-W-W-A-B-W-R-W-W-W-W-W-B,-11.823026711111122,0.1783787404545545,medium,large,0.4285714285714285,5,0.0,0,0.1428571428571428,2,0.4285714285714285,3,12.0,0.3529411764705882,6.0,0.1764705882352941,4.0,0.1176470588235294,12.0,0.3529411764705882,0.3666733622493527,34
2648,[Ta][Ta][R][W][W][Ta][W][W][W][W][W][R][R][Tr][W][W][R][Tr][Tr][R][R][R][Ta][R][R][Tr][Tr][W][W][R][W][R][Tr][R],A-A-R-W-W-A-W-W-W-W-W-R-R-B-W-W-R-B-B-R-R-R-A-R-R-B-B-W-W-R-W-R-B-R,-13.193767422222216,0.0412623951016046,small,small,0.4,5,0.2,2,0.1,2,0.3,3,12.0,0.3529411764705882,6.0,0.1764705882352941,4.0,0.1176470588235294,12.0,0.3529411764705882,0.3666733622493527,34
2649,[W][Tr][Ta][W][Tr][Ta][Ta][R][R][R][R][W][W][W][R][W][Tr][Tr][R][W][W][R][R][W][R][Ta][W][W][R][W][R][Tr][Tr][R],W-B-A-W-B-A-A-R-R-R-R-W-W-W-R-W-B-B-R-W-W-R-R-W-R-A-W-W-R-W-R-B-B-R,-10.951141555555562,0.1385463380017477,medium,large,0.375,3,0.25,2,0.125,2,0.25,4,12.0,0.3529411764705882,6.0,0.1764705882352941,4.0,0.1176470588235294,12.0,0.3529411764705882,0.3666733622493527,34
2650,[R][Ta][Ta][W][Ta][R][Ta][R][W][Tr][R][Tr][R][W][Tr][R][Ta][R][R][R][Tr][Tr][Ta][R][R][Tr][R][W],R-A-A-W-A-R-A-R-W-B-R-B-R-W-B-R-A-R-R-R-B-B-A-R-R-B-R-W,-15.273008111111109,0.0832883872221829,very small,medium,0.0,0,0.25,2,0.25,2,0.5,3,4.0,0.1428571428571428,6.0,0.2142857142857142,6.0,0.2142857142857142,12.0,0.4285714285714285,0.3905239148627432,28
2651,[R][Ta][R][R][Ta][W][Ta][Ta][W][R][R][Tr][R][R][Tr][W][W][Ta][R][R][Tr][R][R][Tr][Tr][Tr][Ta][R],R-A-R-R-A-W-A-A-W-R-R-B-R-R-B-W-W-A-R-R-B-R-R-B-B-B-A-R,-15.903907155555562,0.0162648969257282,very small,small,0.125,2,0.125,3,0.125,2,0.625,2,4.0,0.1428571428571428,6.0,0.2142857142857142,6.0,0.2142857142857142,12.0,0.4285714285714285,0.3905239148627432,28
2652,[R][Tr][Ta][R][R][Ta][R][Ta][R][Ta][Tr][Tr][Tr][Ta][W][R][W][Ta][R][R][W][R][W][R][Tr][R][R][Tr],R-B-A-R-R-A-R-A-R-A-B-B-B-A-W-R-W-A-R-R-W-R-W-R-B-R-R-B,-15.96383682222222,0.2814097099977116,very small,very large,0.0,0,0.25,3,0.0,0,0.75,2,4.0,0.1428571428571428,6.0,0.2142857142857142,6.0,0.2142857142857142,12.0,0.4285714285714285,0.3905239148627432,28
2653,[Ta][Tr][R][R][R][R][R][W][W][W][Tr][R][Ta][Ta][R][Tr][Ta][Tr][W][Tr][Tr][R][Ta][R][R][Ta][R][R],A-B-R-R-R-R-R-W-W-W-B-R-A-A-R-B-A-B-W-B-B-R-A-R-R-A-R-R,-17.546509066666683,0.1476884316209388,very small,large,0.1666666666666666,3,0.1666666666666666,2,0.1666666666666666,2,0.5,5,4.0,0.1428571428571428,6.0,0.2142857142857142,6.0,0.2142857142857142,12.0,0.4285714285714285,0.3905239148627432,28
2654,[Tr][R][W][R][R][W][R][R][Tr][R][Ta][Ta][R][Tr][W][Ta][W][R][Tr][Ta][Ta][R][R][R][R][Tr][Ta][Tr],B-R-W-R-R-W-R-R-B-R-A-A-R-B-W-A-W-R-B-A-A-R-R-R-R-B-A-B,-15.296406977777776,0.0197417526973393,very small,small,0.0,0,0.0,0,0.4,2,0.6,4,4.0,0.1428571428571428,6.0,0.2142857142857142,6.0,0.2142857142857142,12.0,0.4285714285714285,0.3905239148627432,28
2655,[W][Ta][R][W][Tr][Ta][Ta][R][Ta][Ta][R][R][R][W][Tr][R][Tr][W][W][R][Tr][Tr][R][Ta][W][Tr][R][R][R][R],W-A-R-W-B-A-A-R-A-A-R-R-R-W-B-R-B-W-W-R-B-B-R-A-W-B-R-R-R-R,-15.42517,0.3280665869609751,very small,very large,0.1666666666666666,2,0.1666666666666666,2,0.3333333333333333,2,0.3333333333333333,4,6.0,0.2,6.0,0.2,6.0,0.2,12.0,0.4,0.3916794266021369,30
2656,[W][Tr][Tr][R][Tr][W][R][Tr][R][W][R][R][Ta][R][Ta][Ta][R][R][Tr][R][Tr][W][Ta][W][R][W][Ta][R][R][Ta],W-B-B-R-B-W-R-B-R-W-R-R-A-R-A-A-R-R-B-R-B-W-A-W-R-W-A-R-R-A,-15.892780977777772,-0.0210721861277288,very small,small,0.0,0,0.2,2,0.2,2,0.6,2,6.0,0.2,6.0,0.2,6.0,0.2,12.0,0.4,0.3916794266021369,30
2657,[R][R][R][R][Ta][Tr][Tr][Tr][W][Ta][R][Tr][W][W][Ta][R][R][W][Tr][R][Ta][R][R][W][Tr][Ta][Ta][R][W][R],R-R-R-R-A-B-B-B-W-A-R-B-W-W-A-R-R-W-B-R-A-R-R-W-B-A-A-R-W-R,-15.18508373333332,0.0232101854366625,very small,small,0.1666666666666666,2,0.1666666666666666,3,0.1666666666666666,2,0.5,4,6.0,0.2,6.0,0.2,6.0,0.2,12.0,0.4,0.3916794266021369,30
2658,[R][R][Tr][Ta][Tr][R][Ta][R][R][R][R][Ta][Tr][W][R][W][Tr][R][R][W][W][Ta][Ta][R][W][Tr][R][Tr][W][Ta],R-R-B-A-B-R-A-R-R-R-R-A-B-W-R-W-B-R-R-W-W-A-A-R-W-B-R-B-W-A,-15.456899977777775,-0.0709451595855679,very small,very small,0.2,2,0.0,0,0.2,2,0.6,4,6.0,0.2,6.0,0.2,6.0,0.2,12.0,0.4,0.3916794266021369,30
2659,[Ta][Ta][Tr][R][W][R][R][Tr][R][Tr][W][W][R][Ta][Tr][Ta][R][W][Ta][W][R][W][Tr][R][Tr][Ta][R][R][R][R],A-A-B-R-W-R-R-B-R-B-W-W-R-A-B-A-R-W-A-W-R-W-B-R-B-A-R-R-R-R,-14.666239288888892,-0.3635248487957835,small,very small,0.25,2,0.0,0,0.25,2,0.5,4,6.0,0.2,6.0,0.2,6.0,0.2,12.0,0.4,0.3916794266021369,30
