CMPD_CHEMBLID,exp,smiles,inchi,selfies,exp_cat
CHEMBL831,3.24,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][S][Ring1][#Branch1],large
CHEMBL2207596,-0.27,COc1cc(O)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,"InChI=1S/C21H24N2O7S/c1-13-7-8-14-5-3-4-6-16(14)23(13)31(28,29)19-11-15(18(30-2)12-17(19)24)22-20(25)9-10-21(26)27/h3-6,11-13,24H,7-10H2,1-2H3,(H,22,25)(H,26,27)",[C][O][C][=C][C][Branch1][C][O][=C][Branch1][P][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],small
CHEMBL1994944,1.61,Cn1ncc2C(=O)NC(=Nc12)c3ccccc3,"InChI=1S/C12H10N4O/c1-16-11-9(7-13-16)12(17)15-10(14-11)8-5-3-2-4-6-8/h2-7H,1H3,(H,14,15,17)",[C][N][N][=C][C][C][=Branch1][C][=O][N][C][=Branch1][#Branch1][=N][C][Ring1][#Branch2][=Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL126224,2.96,CN(C)CCCn1c2CCCCCCc2c3ccccc13,"InChI=1S/C19H28N2/c1-20(2)14-9-15-21-18-12-6-4-3-5-10-16(18)17-11-7-8-13-19(17)21/h7-8,11,13H,3-6,9-10,12,14-15H2,1-2H3",[C][N][Branch1][C][C][C][C][C][N][C][C][C][C][C][C][C][C][=Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],large
CHEMBL242341,3.05,COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,"InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-9,17H,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=O],large
CHEMBL1431859,1.13,NC(=O)c1cccnc1Oc2ccccc2,"InChI=1S/C12H10N2O2/c13-11(15)10-7-4-8-14-12(10)16-9-5-2-1-3-6-9/h1-8H,(H2,13,15)",[N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL578061,4.06,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,"InChI=1S/C16H14N4/c1-3-7-13(8-4-1)18-15-11-12-17-16(20-15)19-14-9-5-2-6-10-14/h1-12H,(H2,17,18,19,20)",[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][=N],very large
CHEMBL289330,1.2,CCN1CCC[C@H]1CNC(=O)c2cc(Br)cc(OC)c2OC,"InChI=1S/C16H23BrN2O3/c1-4-19-7-5-6-12(19)10-18-16(20)13-8-11(17)9-14(21-2)15(13)22-3/h8-9,12H,4-7,10H2,1-3H3,(H,18,20)/t12-/m0/s1",[C][C][N][C][C][C][C@H1][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][O][C],medium
CHEMBL1824029,0.25,CC(O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,"InChI=1S/C25H31N5O5/c1-16(31)17-2-4-21-20(12-17)30(24(33)15-35-21)11-10-29-8-6-18(7-9-29)26-13-19-3-5-22-25(27-19)28-23(32)14-34-22/h2-5,12,16,18,26,31H,6-11,13-15H2,1H3,(H,27,28,32)",[C][C][Branch1][C][O][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][Branch2][Ring1][S][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=N][Ring1][O][C][Ring2][Ring1][N][=C][Ring2][Ring1][S],small
CHEMBL494480,0.54,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,"InChI=1S/C24H28N2O3/c1-3-26(4-2)23(28)18-10-8-17(9-11-18)19-16-24(12-14-25-15-13-24)29-21-7-5-6-20(27)22(19)21/h5-11,16,25,27H,3-4,12-15H2,1-2H3",[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Branch2][C][C][N][C][C][Ring1][=Branch1][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][S][Ring1][#Branch1],small
CHEMBL317629,2.5,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,"InChI=1S/C21H24ClN5O2/c1-27(2)13-18(28)14-29-19-8-6-16(7-9-19)25-21-23-11-10-20(26-21)24-17-5-3-4-15(22)12-17/h3-12,18,28H,13-14H2,1-2H3,(H2,23,24,25,26)",[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=N][C][=C][C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][Ring1][=C][C][=C][Ring2][Ring1][Branch1],large
CHEMBL1568309,1.0,CC(=O)Nc1ccccc1C,"InChI=1S/C9H11NO/c1-7-5-3-4-6-9(7)10-8(2)11/h3-6H,1-2H3,(H,10,11)",[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C],medium
CHEMBL393384,1.83,Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,"InChI=1S/C23H31ClN2O2/c24-21-2-1-19(28-18-3-5-25-6-4-18)10-20(21)22(27)26-14-23-11-15-7-16(12-23)9-17(8-15)13-23/h1-2,10,15-18,25H,3-9,11-14H2,(H,26,27)",[Cl][C][=C][C][=C][Branch1][#Branch2][O][C][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],medium
CHEMBL2048868,1.27,COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,"InChI=1S/C16H19N3O3S/c1-22-12-6-2-4-10(8-13-15(20)18-16(21)23-13)14(12)19-7-3-5-11(17)9-19/h2,4,6,8,11H,3,5,7,9,17H2,1H3,(H,18,20,21)/b13-8-/t11-/m1/s1",[C][O][C][=C][C][=C][C][Branch1][=N][\C][=C][/S][C][=Branch1][C][=O][N][C][\-Ring1][=Branch1][=O][=C][Ring1][=C][N][C][C][C][C@@H1][Branch1][C][N][C][Ring1][#Branch1],medium
CHEMBL1429296,3.74,COc1ccccc1CN2C(C(=O)NC3CCC(C)CC3)c4ccccc4C2=O,"InChI=1S/C24H28N2O3/c1-16-11-13-18(14-12-16)25-23(27)22-19-8-4-5-9-20(19)24(28)26(22)15-17-7-3-6-10-21(17)29-2/h3-10,16,18,22H,11-15H2,1-2H3,(H,25,27)",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O],very large
CHEMBL402011,2.89,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,"InChI=1S/C26H25N7O2/c1-17(26(34)32(2)3)35-23-9-6-8-21-24(23)25(29-16-28-21)31-19-10-11-22-18(13-19)14-30-33(22)15-20-7-4-5-12-27-20/h4-14,16-17H,15H2,1-3H3,(H,28,29,31)/t17-/m1/s1",[C][C@@H1][Branch2][Ring2][=C][O][C][=C][C][=C][C][=N][C][=N][C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][C][Branch1][#C][C][=N][N][Ring1][Branch1][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][S][=C][Ring2][Ring1][O][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C],large
CHEMBL227148,1.2,COCCNC(=O)c1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,"InChI=1S/C22H19ClN4O5/c1-32-8-7-24-20(29)13-4-2-3-12(9-13)11-27-22(31)17-18(21(30)26-27)25-16-10-14(23)5-6-15(16)19(17)28/h2-6,9-10H,7-8,11H2,1H3,(H,24,29)(H,25,28)(H,26,30)",[C][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],medium
CHEMBL2059868,2.87,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4[nH]cnc4C,"InChI=1S/C24H22N4O2/c1-16-6-7-19(23-17(2)26-15-27-23)13-22(16)28-24(29)18-8-10-21(11-9-18)30-14-20-5-3-4-12-25-20/h3-13,15H,14H2,1-2H3,(H,26,27)(H,28,29)",[C][C][=C][C][=C][Branch2][Ring1][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][=C][C][NH1][C][=N][C][=Ring1][Branch1][C],large
CHEMBL1570112,3.5,CCn1c2ccccc2c3cc(NC(=O)C)ccc13,"InChI=1S/C16H16N2O/c1-3-18-15-7-5-4-6-13(15)14-10-12(17-11(2)19)8-9-16(14)18/h4-10H,3H2,1-2H3,(H,17,19)",[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Ring1][P][Ring1][#Branch2],very large
CHEMBL2011895,2.56,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCCCC4)cc3,"InChI=1S/C20H24BrN5O/c1-22-17-16(21)13-23-20-18(17)24-19(25-20)14-5-7-15(8-6-14)27-12-11-26-9-3-2-4-10-26/h5-8,13H,2-4,9-12H2,1H3,(H2,22,23,24,25)",[C][N][C][=C][Branch1][C][Br][C][=N][C][NH1][C][=Branch1][#Branch1][=N][C][Ring1][#Branch2][=Ring1][Branch1][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C],large
CHEMBL1917425,2.15,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O,"InChI=1S/C17H13Cl2NO2S/c1-10-17(23-12-7-5-11(18)6-8-12)16-13(19)3-2-4-14(16)20(10)9-15(21)22/h2-8H,9H2,1H3,(H,21,22)",[C][C][=C][Branch1][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][O],large
CHEMBL44326,3.7,Oc1cccc(c1)c2nc3ccc(O)cc3s2,"InChI=1S/C13H9NO2S/c15-9-3-1-2-8(6-9)13-14-11-5-4-10(16)7-12(11)17-13/h1-7,15-16H",[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][Ring1][#Branch2],very large
CHEMBL341175,2.52,CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,"InChI=1S/C36H41Cl2N5O3/c1-40(2)35(46)36(43-16-7-6-10-33(43)44)14-18-42(19-15-36)17-13-28(26-11-12-31(37)32(38)22-26)24-41(3)34(45)30-21-25(23-39)20-27-8-4-5-9-29(27)30/h4-5,8-9,11-12,20-22,28H,6-7,10,13-19,24H2,1-3H3/t28-/m1/s1",[C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch2][Branch1][O][C][C][N][Branch2][Ring2][S][C][C][C@H1][Branch2][Ring1][N][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=Branch1][N][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][#N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][C][Ring2][Ring2][C][N][C][C][C][C][C][Ring1][=Branch1][=O],large
CHEMBL1224142,1.6,Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N,"InChI=1S/C22H26N2O2/c1-15-20(22(23)25)8-5-9-21(15)26-19-12-17-10-11-18(13-19)24(17)14-16-6-3-2-4-7-16/h2-9,17-19H,10-14H2,1H3,(H2,23,25)/t17-,18+,19+",[C][C][=C][Branch2][Ring1][=Branch2][O][C@H1][C][C@H1][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][N],medium
CHEMBL1374738,-0.12,[O-][N+](=O)c1oc(C=NN2CCOC2=O)cc1,"InChI=1S/C8H7N3O5/c12-8-10(3-4-15-8)9-5-6-1-2-7(16-6)11(13)14/h1-2,5H,3-4H2",[O-1][N+1][=Branch1][C][=O][C][O][C][Branch1][O][C][=N][N][C][C][O][C][Ring1][Branch1][=O][=C][C][=Ring1][=N],small
CHEMBL1917443,-0.08,Cc1ccc2c(c1)c(Sc3ccc(cc3)S(=O)(=O)C)c(C)n2CC(=O)O,"InChI=1S/C19H19NO4S2/c1-12-4-9-17-16(10-12)19(13(2)20(17)11-18(21)22)25-14-5-7-15(8-6-14)26(3,23)24/h4-10H,11H2,1-3H3,(H,21,22)",[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring2][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][C][C][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][O],small
CHEMBL224769,3.52,Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],"InChI=1S/C18H14BrN5O4S/c1-11-3-5-14(24(25)26)9-16(11)29(27,28)23-8-7-15(21-23)18-12(2)20-17-6-4-13(19)10-22(17)18/h3-10H,1-2H3",[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][Branch1][C][C][N][=C][C][=C][C][Branch1][C][Br][=C][N][Ring1][O][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],very large
CHEMBL1796300,0.76,OC1(CCc2ccc(Oc3ccc(cc3)C(=O)NCc4ccncn4)cc2)CN5CCC1CC5,"InChI=1S/C27H30N4O3/c32-26(29-17-23-10-14-28-19-30-23)21-3-7-25(8-4-21)34-24-5-1-20(2-6-24)9-13-27(33)18-31-15-11-22(27)12-16-31/h1-8,10,14,19,22,33H,9,11-13,15-18H2,(H,29,32)",[O][C][Branch2][Ring2][Branch2][C][C][C][=C][C][=C][Branch2][Ring1][#Branch2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=N][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1][C][N][C][C][C][Ring2][Ring1][#C][C][C][Ring1][=Branch1],small
CHEMBL206229,4.42,CC(C)CN1C(=O)N(C)C(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc12,"InChI=1S/C22H25F3N2O2S2/c1-12(2)11-27-20-17(19(28)26(5)21(27)29)18(30-13(3)4)16(31-20)10-14-8-6-7-9-15(14)22(23,24)25/h6-9,12-13H,10-11H2,1-5H3",[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][C][Branch1][#Branch1][S][C][Branch1][C][C][C][=C][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][S][C][Ring2][Ring1][O][=Ring2][Ring1][Ring2],very large
CHEMBL49,2.19,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",[O][=C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][=Branch1][C][=O][N][Ring1][O][C][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][C][=N][Ring1][=Branch1],large
CHEMBL12315,1.6,c1ccc2cnccc2c1,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,[C][=C][C][=C][C][=N][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],medium
CHEMBL447983,1.7,C[C@](N)(Cc1ccccc1)c2ccccc2,"InChI=1S/C15H17N/c1-15(16,14-10-6-3-7-11-14)12-13-8-4-2-5-9-13/h2-11H,12,16H2,1H3/t15-/m0/s1",[C][C@][Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL2030402,2.01,Clc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,"InChI=1S/C14H12ClN3O2/c15-7-3-4-10-8(6-7)11-12(20-10)14(19)18-13(17-11)9-2-1-5-16-9/h3-4,6,9,16H,1-2,5H2,(H,17,18,19)/t9-/m0/s1",[Cl][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][C][=Branch1][O][=N][C][=Ring1][#Branch1][C][Ring1][#Branch2][=C][Ring1][=C][C@@H1][C][C][C][N][Ring1][Branch1],medium
CHEMBL1950847,0.78,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C,"InChI=1S/C22H36N4O4S/c1-16(23-5)20(27)25-19(22(2,3)4)21(28)24-18-12-9-13-26(14-18)31(29,30)15-17-10-7-6-8-11-17/h6-8,10-11,16,18-19,23H,9,12-15H2,1-5H3,(H,24,28)(H,25,27)/t16-,18-,19+/m0/s1",[C][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][S][C][=Branch1][C][=O][N][C@H1][C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],small
CHEMBL1809055,3.4,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5,"InChI=1S/C23H21ClN6O3/c1-32-19-12-15(22(31)29-8-10-33-11-9-29)5-6-17(19)27-23-26-13-16(24)21(28-23)18-14-25-20-4-2-3-7-30(18)20/h2-7,12-14H,8-11H2,1H3,(H,26,27,28)",[C][O][C][=C][C][=Branch2][Ring1][P][=C][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],very large
CHEMBL2335880,2.39,O=C(NCCN1CCCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,"InChI=1S/C26H26N6O/c33-25(28-13-16-32-14-1-2-15-32)20-3-6-23(7-4-20)30-26-29-18-22-17-21(5-8-24(22)31-26)19-9-11-27-12-10-19/h3-12,17-18H,1-2,13-16H2,(H,28,33)(H,29,30,31)",[O][=C][Branch1][O][N][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],large
CHEMBL509406,2.41,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,"InChI=1S/C24H29F2N7O/c1-14(2)33-15(3)27-13-21(33)22-20(26)12-28-24(31-22)30-17-5-6-18(19(25)11-17)23(34)29-16-7-9-32(4)10-8-16/h5-6,11-14,16H,7-10H2,1-4H3,(H,29,34)(H,28,30,31)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][#C][N][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][Ring1][P][=N][C][=C][Ring2][Ring1][Branch2][F],large
CHEMBL2178943,1.8,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,"InChI=1S/C21H24ClN3O3/c1-11-19(25-20(21(23)28)12(2)24-11)15-7-8-16(17(22)10-15)14-5-3-13(4-6-14)9-18(26)27/h7-8,10,13-14H,3-6,9H2,1-2H3,(H2,23,28)(H,26,27)/t13-,14-",[C][C][=N][C][Branch1][C][C][=C][Branch1][#Branch2][N][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][P][C@@H1][C][C][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][Ring1][#Branch2][C][Branch1][C][Cl][=C][Ring1][P],medium
CHEMBL462192,2.02,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCCN(C)CC4)ncc2F,"InChI=1S/C24H30FN7O/c1-16(2)32-17(3)26-15-21(32)22-20(25)14-27-24(29-22)28-19-8-6-18(7-9-19)23(33)31-11-5-10-30(4)12-13-31/h6-9,14-16H,5,10-13H2,1-4H3,(H,27,28,29)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][Branch2][=N][C][=C][Ring2][Ring1][#Branch1][F],medium
CHEMBL271013,3.12,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,"InChI=1S/C15H17N5OS2/c1-9(7-21)17-12-11-13(18-14(16)23-11)20-15(19-12)22-8-10-5-3-2-4-6-10/h2-6,9,21H,7-8H2,1H3,(H3,16,17,18,19,20)/t9-/m1/s1",[C][C@H1][Branch1][Ring1][C][O][N][C][=N][C][Branch1][O][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][N][=C][Branch1][C][N][S][C][Ring2][Ring1][C][=Ring1][=Branch1],large
CHEMBL327151,3.4,O=C(CCc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,"InChI=1S/C21H18N2O2/c24-20(11-6-16-12-14-22-15-13-16)23-19-9-7-18(8-10-19)21(25)17-4-2-1-3-5-17/h1-5,7-10,12-15H,6,11H2,(H,23,24)",[O][=C][Branch1][O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
CHEMBL2086694,2.85,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)F,"InChI=1S/C19H18F2N8O2/c1-12-10-28(19-26-17(16(20)21)31-27-19)4-5-29(12)18-24-8-15(9-25-18)30-11-13-2-3-23-7-14(13)6-22/h2-3,7-9,12,16H,4-5,10-11H2,1H3/t12-/m1/s1",[C][C@@H1][C][N][Branch2][Ring1][N][C][C][N][Ring1][=Branch1][C][=N][C][=C][Branch1][=N][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][#N][C][=N][Ring1][S][C][=N][O][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][F][F],large
CHEMBL370552,2.98,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,"InChI=1S/C36H47N3O4S/c1-6-39(34(40)26-27-12-18-32(19-13-27)44(5,42)43)31-20-23-38(24-21-31)25-22-33(28-10-8-7-9-11-28)29-14-16-30(17-15-29)37-35(41)36(2,3)4/h7-19,31,33H,6,20-26H2,1-5H3,(H,37,41)",[C][C][N][Branch2][Ring2][P][C][C][C][N][Branch2][Ring2][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=N][C][C][Ring2][Ring1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],large
CHEMBL24137,3.4,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,"InChI=1S/C22H24ClFN4O3/c1-29-20-12-16-19(13-21(20)31-8-2-5-28-6-9-30-10-7-28)25-14-26-22(16)27-18-4-3-15(23)11-17(18)24/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)",[C][O][C][=C][C][=C][Branch1][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][F][N][=C][N][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],very large
